Sign,segment,url,FingerSelection,Aperture,Curve,Bent,Width,Facing,Focus,Dynamic Orientation,Location,Plane,Settings,Path,Paddle,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,H2 Dynamic Orientation,H2 Location,H2 Plane,H2 Settings,H2 Path,H2 Paddle,manner_tense,manner_repeated,manner_laceration,manner_symmetrical,manner_alternating,manner_biderectional,file,labeled_url,iconic,Anna_Klezovich_comments
обменивать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7018--обмен--MVI_6858.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,,,prone-supine,space,,,,,"[1-st,2-nd]",,straight,straight,wide,,,supine-prone,space,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,обмен,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7018--обмен--MVI_6858.mp4?raw=true' target='_blank'>обменивать</a>,iconic,
"душить, подавлять",1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10609--подавлять, унижать--MVI_1952.mp4?raw=true","[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,pointed,palm,,,neck,,,,,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,straight-bent,pointed,palm,,,trunk,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"подавлять, унижать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10609--подавлять, унижать--MVI_1952.mp4?raw=true' target='_blank'>душить, подавлять</a>",iconic,
хоронить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4357--хоронить--хоронить.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,palm,back,,space,horisontal,high-low,straight,,"[1-st,2-nd,3-rd,4-th]",,curved,bent,pointed,back,palm,,space,horisontal,high-low,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,хоронить--хоронить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/4357--хоронить--хоронить.mp4?raw=true' target='_blank'>хоронить</a>,iconic,
разрушать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6080--разрушать--1.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,bent-straight,pointed,back,tips,,space,horisontal,ipsi-contra,straight,,"[1-st,2-nd,3-rd,4-th]",,straight,bent-straight,pointed,ulnar,tips,,space,horisontal,ipsi-contra,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,разрушать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6080--разрушать--1.mp4?raw=true' target='_blank'>разрушать</a>,non iconic,
фокусировать,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7523--фокусировать, концентрировать--MVI_7525.mp4?raw=true","[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,bent-straight,pointed,radial,palm,,head,,ipsi-contra,straight,,"[1-st,2-nd,3-rd,4-th]",open-closed,straight-curved,bent-straight,pointed,radial,palm,,head-low,,ipsi-contra,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"фокусировать, концентрировать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7523--фокусировать, концентрировать--MVI_7525.mp4?raw=true' target='_blank'>фокусировать</a>",iconic,
заниматься.сексом,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7721--трахаться--MVI_7774.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,tips,,trunk,,ipsi-contra,straight,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,radial,tips,,trunk-low,,ipsi-contra,straight,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,трахаться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7721--трахаться--MVI_7774.mp4?raw=true' target='_blank'>заниматься.сексом</a>,non iconic,
обнимать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8606--обнимать--MVI_8959.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,tips,,space,horisontal,ipsi-contra,arc,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,ulnar,tips,,space,horisontal,ipsi-contra,arc,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,обнимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8606--обнимать--MVI_8959.mp4?raw=true' target='_blank'>обнимать</a>,iconic,
надувать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true,[fist],closed-open,curved-straight,bent-straight,pointed-wide,palm,back,,virtual_object,horisontal,contra-ipsi,straight,,[fist],closed-open,curved-straight,bent-straight,pointed-wide,palm,back,,virtual_object,horisontal,contra-ipsi,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,надувать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true' target='_blank'>надувать</a>,iconic,
надувать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",closed-open,curved-straight,bent-straight,pointed-wide,palm,back,,head-low,horisontal,contra-ipsi,straight,,"[1-st,2-nd,3-rd,4-th]",closed-open,curved-straight,bent-straight,pointed-wide,palm,back,,head-low,horisontal,contra-ipsi,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,надувать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true' target='_blank'>надувать</a>,iconic,
интегрировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8975--интегрировать--MVI_9619.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,space,horisontal,"ipsi-contra,proxi-distal",arc,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,space,horisontal,"ipsi-contra,proxi-distal",arc,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,интегрировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8975--интегрировать--MVI_9619.mp4?raw=true' target='_blank'>интегрировать</a>,iconic,
перемешивать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,ulnar,,space,horisontal,contra-ipsi,circle-clock,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,ulnar,,space,horisontal,contra-ipsi,circle-counterclock,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,перемешивать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true' target='_blank'>перемешивать</a>,iconic,
перемешивать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,radial,,space,horisontal,contra-ipsi,circle-clock,,"[1-st,2-nd,3-rd,4-th]",,straight,straight,pointed,tips,radial,,space,horisontal,contra-ipsi,circle-counterclock,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,перемешивать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true' target='_blank'>перемешивать</a>,iconic,
вести за собой,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9349--вести за собой--вести за собой.mp4?raw=true,[thumb],,straight,straight,,ulnar,tips,,space,horisontal,proxi-distal,straight,,[thumb],,straight,straight,,ulnar,tips,,space,horisontal,proxi-distal,straight,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,вести за собой--вести за собой,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9349--вести за собой--вести за собой.mp4?raw=true' target='_blank'>вести за собой</a>,iconic,Этот глагол тоже раз четвертый в разных переводах вижу
взрывать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7091--взрывать--MVI_6950.mp4?raw=true,[fist],,,,,palm,radial,,space,parallel,"contra-ipsi,low-high",straight,,[fist],,,,,palm,radial,,space,parallel,"contra-ipsi,low-high",straight,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,взрывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7091--взрывать--MVI_6950.mp4?raw=true' target='_blank'>взрывать</a>,iconic,
должен_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10221--должен--MVI_1425.mp4?raw=true,[1-st],,straight,straight,,palm,palm,,hand-palm,horisontal,far-near,arc,,,,,,,,,,,,,,,,,,,,,должен,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/10221--должен--MVI_1425.mp4?raw=true' target='_blank'>должен</a>,non iconic,
вмешиваться_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11041--вмешиваться--MVI_2537.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,sagittal,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11041--вмешиваться--MVI_2537.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,
вмешиваться_I,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11041--вмешиваться--MVI_2537.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,sagittal,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11041--вмешиваться--MVI_2537.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,
проколоть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11212--проколоть--проколоть.mp4?raw=true,[1-st],,straight,straight,,tips,tips,prone-neutral,hand-palm,sagittal,far-near,straight,,,,,,,,,,,,,,,,,,,,,проколоть--проколоть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11212--проколоть--проколоть.mp4?raw=true' target='_blank'>проколоть</a>,iconic,
защипнуть,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11234--защипнуть, щипать--защипнуть, щипать.mp4?raw=true",[1-st],open-closed,straight-curved,straight,,tips,tips,prone-neutral,space,horisontal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,"защипнуть, щипать--защипнуть, щипать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/11234--защипнуть, щипать--защипнуть, щипать.mp4?raw=true' target='_blank'>защипнуть</a>",iconic,
предупреждать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2936--предупреждать.mp4?raw=true,[1-st],,straight-curved,,,tips,back,,head-high,,near-far,straight,,,,,,,,,,,,,,,,,,,,,предупреждать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/2936--предупреждать.mp4?raw=true' target='_blank'>предупреждать</a>,non iconic,
начинать_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3815--начинать--.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,parallel,low-high,straight,,,,,,,palm,,,,,,,,,,,,,,начинать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3815--начинать--.mp4?raw=true' target='_blank'>начинать</a>,iconic,
начинать_I,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3815--начинать--.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,space,parallel,low-high,straight,,,,,,,palm,,,,,,,,,,,,,,начинать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3815--начинать--.mp4?raw=true' target='_blank'>начинать</a>,iconic,
начинать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5134--начинать--начинать.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,parallel,low-high,straight,,,,,,,,,,,,,,,,,,,,,начинать--начинать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5134--начинать--начинать.mp4?raw=true' target='_blank'>начинать</a>,iconic,
потреблять,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5376--потреблять--потреблять.mp4?raw=true,[1-st],closed,curved,straight,,,tips,neutral-prone,trunk,,far-near,arc,,,,,,,,,,,,,,,,,,,,,потреблять--потреблять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/5376--потреблять--потреблять.mp4?raw=true' target='_blank'>потреблять</a>,iconic,
доминировать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6401--доминировать--доминировать.mp4?raw=true,[1-st],,,,,ulnar,back,,hand-palm,horisontal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,доминировать--доминировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6401--доминировать--доминировать.mp4?raw=true' target='_blank'>доминировать</a>,non iconic,
доминировать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6401--доминировать--доминировать.mp4?raw=true,[1-st],,,,,ulnar,back,,space,horisontal,proxi-distal,straight,,,,,,,,,,,,,,,,,,,,,доминировать--доминировать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6401--доминировать--доминировать.mp4?raw=true' target='_blank'>доминировать</a>,non iconic,
не.понимать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6410--не понимать--не понимать.mp4?raw=true,[1-st],,curved,straight,,radial,root,,head-mid,,high-low,straight,,,,,,,,,,,,,,,,,,,,,не понимать--не понимать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6410--не понимать--не понимать.mp4?raw=true' target='_blank'>не.понимать</a>,non iconic,
сверлить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6493--сверлить--сверлить.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,space,horisontal,high-low,iconic,,,,,,,,,,,,,,,,,,,,,сверлить--сверлить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6493--сверлить--сверлить.mp4?raw=true' target='_blank'>сверлить</a>,iconic,
выбирать_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6698--выбирать--выбирать.mp4?raw=true,[1-st],open-closed,curved,straight,,radial,back,,hand-palm,sagittal,distal-proxi,straight,,,,,,,,,,,,,,,,,,,,,выбирать--выбирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6698--выбирать--выбирать.mp4?raw=true' target='_blank'>выбирать</a>,iconic,
обращать.внимание,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6799--обращать внимание--обращать внимание.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,,far-near,straight,,,,,,,,,,,,,,,,,,,,,обращать внимание--обращать внимание,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6799--обращать внимание--обращать внимание.mp4?raw=true' target='_blank'>обращать.внимание</a>,iconic,
прощать,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7035--извинять, прощать--MVI_6876.mp4?raw=true",[1-st],closed,curved,straight,,tips,tips,neutral-prone,head-low,,near-far,straight,,,,,,,,,,,,,,,,,,,,,"извинять, прощать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7035--извинять, прощать--MVI_6876.mp4?raw=true' target='_blank'>прощать</a>",iconic,
проникать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,проникать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true' target='_blank'>проникать</a>,iconic,
проникать,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,проникать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true' target='_blank'>проникать</a>,iconic,
начинать_III,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8911--начинать--MVI_9528.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,parallel,low-high,straight,,,,,,,,,,,,,,,,,,,,,начинать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8911--начинать--MVI_9528.mp4?raw=true' target='_blank'>начинать</a>,non iconic,
уколоть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8913--укалывать--MVI_9533.mp4?raw=true,[1-st],open-closed,straight,bent,,back,back,,arm,,far-near,,,,,,,,,,,,,,,,,,,,,,укалывать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8913--укалывать--MVI_9533.mp4?raw=true' target='_blank'>уколоть</a>,iconic,
настаивать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8943--настаивать--MVI_9570.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,hand-palm,horisontal,high-low,straight,,,,,,,,,,,,,,,,,,,,,настаивать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8943--настаивать--MVI_9570.mp4?raw=true' target='_blank'>настаивать</a>,iconic,
вмешиваться_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,
вмешиваться_II,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,
вмешиваться_III,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true,[1-st],,straight,straight,,tips,tips,,head-mid,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,"Этот и выше - один и тот же глагол, одни и те же видео, один и тот же перевод"
вмешиваться_III,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true,[1-st],,straight,straight,,radial,tips,,hand-palm,sagittal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,вмешиваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true' target='_blank'>вмешиваться</a>,iconic,"Этот и выше - один и тот же глагол, одни и те же видео, один и тот же перевод"
нравиться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9467--нравиться--нравиться.mp4?raw=true,[1-st],closed,curved,straight,,tips,tips,,head-low,,far-near,straight,,,,,,,,,,,,,,,,,,,,,нравиться--нравиться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9467--нравиться--нравиться.mp4?raw=true' target='_blank'>нравиться</a>,non iconic,
жениться,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9770--жениться--MVI_0782.mp4?raw=true,[1-st],closed,curved,straight,,tips,radial,,hand-back,horisontal,distal-proxi,straight,,,,,,,,,,,,,,,,,,,,,жениться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9770--жениться--MVI_0782.mp4?raw=true' target='_blank'>жениться</a>,iconic,
видеть заметить,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6256--обнаруживать--обнаруживать.mp4?raw=true,[1-st],open,straight,straight,,tips,tips,,head-high,parallel,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,обнаруживать--обнаруживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6256--обнаруживать--обнаруживать.mp4?raw=true' target='_blank'>видеть заметить</a>,iconic,
видеть заметить,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6256--обнаруживать--обнаруживать.mp4?raw=true,[1-st],open,curved,straight,,palm,palm,,hand-back,parallel,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,обнаруживать--обнаруживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6256--обнаруживать--обнаруживать.mp4?raw=true' target='_blank'>видеть заметить</a>,iconic,
видеть замечать,1,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true",[1-st],open,straight,straight,,tips,tips,,head-mid,horisontal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,"делать видимым, показывать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true' target='_blank'>видеть замечать</a>",iconic,
видеть замечать,2,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true",[1-st],open,curved,straight,,tips,tips,,hand-back,horisontal,"far-near,far-near",straight,,,,,,,,,,,,,,,,,,,,,"делать видимым, показывать","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true' target='_blank'>видеть замечать</a>",iconic,
видеть взглянуть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-mid,horisontal,"far-near,near-far,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,взглянуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true' target='_blank'>видеть взглянуть</a>,iconic,
видеть взглянуть,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true,"[1-st,2-nd]",,straight,straight,wide,tips,ulnar,,space,horisontal,"far-near,near-far,proxi-distal",arc,,,,,,,,,,,,,,,,,,,,,взглянуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true' target='_blank'>видеть взглянуть</a>,iconic,
видеть ненавидеть_I,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6072--презирать--презирать.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-high,horisontal,"far-near,distal-proxi",straight,,,,,,,,,,,,,,,,,,,,,презирать--презирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6072--презирать--презирать.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
видеть ненавидеть_I,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6072--презирать--презирать.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,root,palm,,space,horisontal,"far-near,distal-proxi",straight,,,,,,,,,,,,,,,,,,,,,презирать--презирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6072--презирать--презирать.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
думать проникнуть,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-high,sagittal,"far-near,far-near,contra-ipsi",straight,,,,,,,,,,,,,,,,,,,,,понять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true' target='_blank'>думать проникнуть</a>,iconic,
думать проникнуть,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,tips,,hand-palm,sagittal,"far-near,far-near,contra-ipsi",straight,,,,,,,,,,,,,,,,,,,,,понять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true' target='_blank'>думать проникнуть</a>,iconic,
видеть ненавидеть_II,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-mid,parallel,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
видеть ненавидеть_II,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,palm,,space,parallel,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
видеть ненавидеть_III,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true,[1-st],,straight,straight,wide,tips,tips,,head-mid,parallel,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,ненавидеть--ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
видеть ненавидеть_III,2,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true,"[1-st,2-nd,3-rd,4-th]",,straight,straight,wide,palm,palm,,space,parallel,"far-near,proxi-distal",straight,,,,,,,,,,,,,,,,,,,,,ненавидеть--ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true' target='_blank'>видеть ненавидеть</a>,iconic,
посещать,1,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3437--посещать--посещать.mp4?raw=true,"[1-st,2-nd]",,curved,,wide,palm,tips,,hand-back,horisontal,x-y,arc,,,,,,,,,,,,,,,,,,,,,посещать--посещать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/3437--посещать--посещать.mp4?raw=true' target='_blank'>посещать</a>,iconic,
